Comment
"How does NVIDIA feel about taking contracts from apartheid/genocidal Israel?  There&#39;s extensive documentation about Israel&#39;s abuse of AI to slaughter Palestinians.  How will aiding/abetting Israeli war crimes effect this company &amp; its reputation? We know facebook, google, microsoft have also gotten multi-million $ contracts to develop AI for Israel to kill Palestinians.  Yes, we know Israel&#39;s blanket statement is about killing Hamas, but in reality, 80% of Palestinians murdered are children and women. What is NVIDIA going to do to ensure that its technology won&#39;t be abused to kill people?"
Skynet
"Does huang have a nobel? If if not, wtf are they doing not awarding one to him"
Rtx GFX powering two microphones to give us a bliss interview is awesome inspiring 😂😂😂😅
Dst uzb 😊 Olğa omdaiz bersinlar.
"Jensen Huang, a Great man.. a very important gentleman. Thank you Cleo for this huge interview. Thanx to him &amp; his company My RTX 3060 was rendering you guys the whole time. 🙂"
👍
Tell him to make the 5090s more available
🎉
Hype is dying he has gotta do something
"I think the dark side of all these AI innovation  if you&#39;re not aware or knowledgeable about AI. So, education about this new innovation is vital."
"<a href=""https://www.youtube.com/watch?v=7ARBJQn6QkM&amp;t=2810"">46:50</a> can I sample this?"
I love how she just casually  meets the C.E.O of like one of the biggest tech companies.
❤❤jesen work for us
"<a href=""https://www.youtube.com/watch?v=7ARBJQn6QkM&amp;t=179"">2:59</a> that’s me by the way I’m not 12 I’m nine"
Great interview 👍
"God, shes good!! Omg.... shes sooooo good, God tier good. <br>Omg, sooooo good!!! ❤❤❤❤"
does speaking so fast make her podcast some kind of elite something? its not talking about its speed of her speaking sheeeeet
"This might be the biggest oof of all time. Gaming is literally in its worst state... ever. They are price gouging the lowly &quot;gamer.&quot; Also, Jensen flat out lied about it in front of everyone. &quot;AI&quot; is being used for ONLY money gaining purposes built on the backbone of billions of creative and intelligent people WITHOUT their consent.<br><br>I&#39;m a career programmer. I know exactly what they are doing. I even know the nuts and bolts at a binary level. Even assembly. Parallel processing has existed for 45 years. All Nvidia is doing is making something that drains power for the same reason. It&#39;s destroying people&#39;s lives with the only motivation being money."
Building a great weather model ……. We’ll want to have a digital twin of the solar system and all heat and cold sources simulated to figure out which direction winds will blow…. Get this right and the rest will follow I think.
Jensen Huang is not from Japan.
"<a href=""https://www.youtube.com/watch?v=7ARBJQn6QkM&amp;t=3570"">59:30</a> dark lol Jenson made it darker mentioning the tombstone  😂"
😮
There are probably only a handful content creators who provide value as much as Cleo does
"It was stupid of me to sell $76,000 worth of NVDA stocks without reinvesting. (Buying bonds or CDs is not for me). I’d rather stay 100% cash, or are there any other investments that can outdo the growth of Nvidia? I have 200k ready to be reinvested"
She talk more than him     😅😅😅😅😅... crazy
"An hour with an interviewer that just can&#39;t stop talking. Pratiling on about how good she is going to be and how she is better then the rest, so that this guy who came here to talk  can&#39;t get a word in.  She really admires her look, her sound, her whole package that is her."
Are people vehicles for change? Who takes out the trash?
"Sometimes, you have the ability to do something , but that doesn’t mean you should. Beyond making a profit, you need to consider the consequences, pros, and cons. If your innovation is harmful, would you still pursue it?"
Do you not have heat in that studio? Must be like 20°f in there
You should make a robot that can win all Olympic disciplines; that would be a momentous achievement.
Interstate highways were created for military purposes...<br>AI is being created for the same reason...<br>AI is already being shown that it makes people less intelligent...
"<a href=""https://www.youtube.com/watch?v=7ARBJQn6QkM&amp;t=266"">4:26</a>"
Please Dube in Hindi and show this rejult men&#39;s your view like a 90M...
"<a href=""https://www.youtube.com/watch?v=7ARBJQn6QkM&amp;t=3560"">59:20</a><br>To say the least..<br>White knuckles &amp; 🙏 😅"
"<a href=""https://www.youtube.com/watch?v=7ARBJQn6QkM&amp;t=2074"">34:34</a> AI can save a plane? Where&#39;s Boeing? Like now...."
Is it true that she died ?
Why are the GPUs the most expensive ? 😅
Nice interview! amazing
Are they both wearing leather jackets? 😎
shovels all the way down.
What a career milestone Cleo! <br><br>Great conversation and way to convert your passion and energy through your questions and delivery. <br><br>Keep it up!
Have you asked him when will he stop ducking charging 5000$ for a graphics card?
MENTALY_COLONIZED_AFRICAN_AND_ASIANS_ALWAYS_HAVE_EUROPEAN_NAMES__BAD
"This is all very exciting information but right now most of the research is contributing towards the self interest of each company promoting tech with a huge price tag. Can we get more realistic examples of how these new tech can be used in everyday life in the near future that will be able to help out even the least fortunate countries, with affordable prices which will help increase the happiness and well being of individuals and communities."
"Just a matter of time when everyone has to realize the decades worth of predatory data monetization of kids under 18 that couldn&#39;t consent if they wanted to.  Maybe the first trillion dollar class action. Will it be Google, or nvidia or meta...who knows. But every LLM is corrupted at the core."
"I agree. Just because there are opportunities doesn&#39;t mean we should dive in without caution. We should look for market analysis or guidance, or seek advice from certified market strategists."
can&#39;t wait for all the april fools quantum style adverts haha i swear it will become the new AI ai ai ai ai ai ai ai ai ai type thing that everyone is talking about lol
Was it just me or did anyone else notice the psychopathic look in his eyes when he said &quot;everything that moves will be robotic someday&quot;?
"Chloe, I might not be an engineer. But YOU MIGHT be in for a surprise as to what I am making. It&#39;s not a device or any electronics, but BOY does it align with the genre of your channel on a macroscopic level ;)"
"Jensen Huang, stop lying and repair your RTX 50 series graphic cards."
"Rise of Super IA, and dumb humans."
"Jensen, Hedge funds are trying to short and push down the price of your stock since the last earning release … need you to show growth sustainability beyond 2025 and widening of the range of customers for your top GPUs (more diversified revenue base), and why gross/profit margins will only gradually come down."
Hi Cleo - Hey do you have this in a podcast so I can listen that way? Why did the &#39;C&#39; chicken cross the road? because dinosaurs were extinct ;)
"Mastery of Human-AI synergy is understanding that recursive learning is a two-way street. If you buy prompt spreadsheets online and learn prompt engineering, you are removing your own voice from the equation..the same voice that the models are fine-tuned to hone in on and tailor their approach to in real time. Just be yourself with it"
😊❤❤
😊❤
Isn&#39;t this an incredible time to be alive! When dreams become reality .
